User-ID	Location	Age
830	tulsa, oklahoma, usa	45	
831	trenton, ontario, canada	35	
832	northridge, california, usa	60	
833	edison, new jersey, usa	41	
834	raleigh, north carolina, usa	57	
835	covington, virginia, usa	34	
836	boone, iowa, usa	33	
837	iowa city, ,	52	
838	north dartmouth, massachusetts, usa	31	
839	las vegas, nevada, usa	65	
840	abilene, texas, usa	37	
841	berlin, berlin, germany	40	
842	philadelphia, pennsylvania, usa	39	
843	philadelphia, pennsylvania, usa	25	
844	apopka, ,	30	
845	king george, virginia, usa	58	
846	hong kong, hong kong, hong kong	37	
847	gloversville, new york, usa	17	
848	chisholm, minnesota, usa	23	
849	tübingen, baden-wuerttemberg, germany	33	
850	victoria, british columbia, canada	36	
851	cleveland, ohio, usa	49	
852	san diego, california, usa	25	
853	cottage grove, oregon, usa	41	
854	savannah, georgia, usa	37	
855	pawtucket, rhode island, usa	40	
856	portland, oregon, usa	40	
857	morgantown, west virginia, usa	25	
858	alexandria, virginia, usa	45	
859	mississauga, ontario, canada	35	
860	sydney, new south wales, australia	26	
861	new york, new york, usa	24	
862	cornwall, prince edward island, canada	25	
863	vista, california, usa	39	
864	toledo, ohio, usa	26	
865	cumming, georgia, usa	58	
866	rison, arkansas, usa	39	
867	conway, arkansas, usa	38	
868	oklahoma city, oklahoma, usa	29	
869	forest grove, oregon, usa	59	
870	whitehall, ohio, usa	53	
871	auburn hills, michigan, usa	23	
872	lexington, kentucky, usa	31	
873	essex, connecticut, usa	38	
874	blythewood, south carolina, usa	36	
875	yarmouth, nova scotia, canada	19	
876	wallingford, connecticut, usa	52	
877	new york, new york, usa	20	
878	portland, maine, usa	25	
879	n/a, n/a, malaysia	15	
880	gladewater, texas, usa	44	
881	toledo, ohio, usa	56	
882	fort worth, texas, usa	25	
883	jacksonville, north carolina, usa	30	
884	thermopolis, wyoming, usa	44	
885	hamburg, hamburg, germany	24	
886	severna park, maryland, usa	77	
887	toronto, ontario, canada	36	
888	quezon city, ncr, philippines	19	
889	heemstede, noord-holland, netherlands	27	
890	lanham, maryland, usa	83	
891	laval, quebec, canada	44	
892	shanghai, shanghai, china	30	
893	st. clair shores, michigan, usa	31	
894	arcata, california, usa	25	
895	cary, north carolina, usa	39	
896	mason, ohio, usa	43	
897	calgary, alberta, canada	76	
898	gateshead, england, united kingdom	26	
899	santa rosa, california, usa	61	
900	colorado springs, colorado, usa	29	
901	chambersburg, pennsylvania, usa	23	
902	montreal, quebec, canada	28	
903	victoria, british columbia, canada	30	
904	athens, alabama, usa	57	
905	norfolk, virginia, usa	40	
906	cornwall, new york,	34	
907	strasbourg, alsace, france	23	
908	queens, new york, usa	41	
909	rye, new hampshire, usa	40	
910	gaithersburg, maryland, usa	50	
911	evansville, indiana, usa	29	
912	rangoon, rangoon, burma	136	
913	raleigh, north carolina, united states	49	
914	anytown, new york, usa	37	
915	holtsville, ,	54	
916	maynooth, kildare, ireland	40	
917	blanco, texas, usa	63	
918	upper marlboro, maryland, usa	33	
919	casper, wyoming, usa	35	
920	chicago, illinois, usa	26	
921	mcleansville, north carolina, usa	39	
922	kuala lumpur, kuala lumpur, malaysia	31	
923	glasgow, scotland, united kingdom	30	
924	doha, doha, qatar	29	
925	farncombe, surrey, united kingdom	34	
926	french camp, california, usa	21	
927	new westminster, british columbia, canada	40	
928	terre haute, indiana, usa	20	
929	tampa, florida, usa	57	
930	dortmund, nordrhein-westfalen, germany	26	
931	baker city, oregon, usa	29	
932	saint john, new brunswick, canada	32	
933	pittsburgh, pennsylvania, usa	46	
934	manistee, michigan, usa	60	
935	london, england, united kingdom	45	
936	fallon, nevada, usa	47	
937	nashua, new hampshire, usa	52	
938	cedar rapids, iowa, usa	34	
939	sherwood park, alberta, canada	22	
940	leeds, england, united kingdom	31	
941	glenside, rheinland-pfalz, usa	52	
942	farmington hills, michigan, usa	30	
943	plano, texas, usa	35	
944	palm desert, california, usa	1	
945	tustin, ,	72	
946	baton rouge, louisiana, usa	54	
947	halifax, ,	26	
948	halfmoon bay, british columbia, canada	70	
949	san diego, california, usa	56	
950	madrid, madrid, spain	28	
951	adelphi, maryland, usa	43	
952	oakland, new jersey, usa	44	
953	tacoma, washington, usa	24	
954	o fallon, missouri, usa	31	
955	cleveland, ohio, usa	24	
956	washington court house, ohio, usa	38	
957	christchurch, canterbury, new zealand	27	
958	brick, new jersey, usa	40	
959	san jose, california, usa	37	
960	surrey, british columbia, canada	58	
961	sant cugat del vallès, catalunya, spain	39	
962	alverca, ribatejo, portugal	25	
963	bellingham, washington, usa	69	
964	rock creek, british columbia, canada	59	
965	charleston, west virginia, usa	33	
966	austin, texas, usa	33	
967	chester, cheshire, united kingdom	42	
968	canoga park, california, usa	38	
969	glasgow, scotland, united kingdom	46	
970	philadelphia, pennsylvania, usa	37	
971	guelph, ontario, canada	29	
972	mason, ohio, usa	27	
973	bloomfield, new jersey, usa	17	
974	manchester, new hampshire, usa	36	
975	santa ana, california, usa	28	
976	ottawa, ontario, canada	29	
977	brooklyn, new york, usa	34	
978	houston, texas, usa	51	
979	aiken, south carolina, usa	31	
980	rochester, new york, usa	29	
981	vila nova de gaia, porto, portugal	26	
982	barcelona, catalunya, spain	36	
983	seville grove, western australia, australia	27	
984	jerez de la frontera, cadiz, spain	34	
985	springfield, virginia, usa	43	
986	winston salem, north carolina, usa	28	
987	sevilla, sevilla, spain	28	
988	minneapolis, minnesota, usa	42	
989	elizabeth city, north carolina, usa	13	
990	londonderry, new hampshire, usa	24	
991	costa de caparica, lisbon, portugal	29	
992	bielefeld, nordrhein-westfalen, germany	43	
993	vancouver, british columbia, canada	25	
994	castro valley, california, usa	46	
995	schenectady, new york, usa	46	
996	traverse city, michigan, usa	40	
997	omaha, nebraska, usa	34	
998	vancouver, british columbia, canada	56	
999	north vancouver, british columbia, canada	35	
1000	espoo, uusimaa, finland	24	
1001	st. petersburg, florida, usa	40	
1002	west blocton, alabama, usa	45	
1003	morrow, georgia, usa	52	
1004	yuma, arizona, usa	17	
1005	columbia, south carolina, usa	43	
1006	vancouver, british columbia, canada	58	
1007	kuwait, kuwait, kuwait	17	
1008	selayang, selangor, malaysia	26	
1009	norfolk, virginia, usa	32	
1010	cincinnati, ohio, usa	29	
1011	fairbanks, alaska, usa	30	
1012	calgary, alberta, canada	25	
1013	richboro, pennsylvania, usa	30	
1014	melbourne, victoria, australia	26	
1015	colorado springs, colorado, usa	49	
1016	billings, montana, usa	28	
1017	toronto, ontario, canada	32	
1018	white plains, new york, usa	25	
1019	muskegon, michigan, usa	30	
1020	seattle, washington, usa	33	
1021	framingham, massachusetts, usa	24	
1022	lockport, new york, usa	14	
1023	victoria, british columbia, canada	49	
1024	burnley, england, united kingdom	26	
1025	new lenox, illinois, usa	42	
1026	tehran, tehran, iran	36	
1027	brunswick, ohio, usa	37	
1028	bay area, california, usa	38	
1029	dublin, co. dublin, ireland	46	
1030	heilbronn, baden-wuerttemberg, germany	26	
1031	london, england, united kingdom	54	
1032	london, england, united kingdom	30	
1033	buxton, maine, usa	44	
1034	tenafly, new jersey, usa	54	
1035	plainfield, illinois, usa	39	
1036	seattle, washington, usa	34	
1037	cincinnati, ohio, usa	57	
1038	ft huachuca, arizona, usa	44	
1039	minden, ontario, canada	46	
1040	chesapeake, virginia, usa	68	
1041	milwaukee, wisconsin, usa	29	
1042	miami, florida, usa	41	
1043	niagara falls, ontario, canada	32	
1044	winthrop harbor, illinois, usa	25	
1045	keizer, oregon, usa	29	
1046	nicholasville, kentucky, usa	38	
1047	stuttgart, baden-wuerttemberg, germany	44	
1048	saint clair, michigan, usa	52	
1049	marseilles, illinois, usa	54	
1050	modesto, california, usa	14	
1051	honolulu, hawaii, usa	34	
1052	ottawa, ontario, canada	22	
1053	olympia, washington, usa	54	
1054	columbus, ohio, usa	30	
1055	st louis, missouri, usa	44	
1056	tucson, arizona, usa	55	
1057	linz, oberoesterreich, austria	24	
1058	st. paul, minnesota, usa	25	
1059	springfield, missouri, usa	24	
1060	florence, alabama, usa	65	
1061	chattanooga, tennessee, usa	39	
1062	coatesville, pennsylvania, usa	60	
1063	athens, georgia, usa	28	
1064	bronx, ,	29	
1065	federal way, washington, usa	65	
1066	eugene, oregon, usa	45	
1067	middletown, ohio, usa	29	
1068	sacramento, california, usa	53	
1069	los angeles, california, usa	39	
1070	brainerd, minnesota, usa	39	
1071	bend, oregon,	34	
1072	teaneck, new jersey, usa	48	
1073	cave creek, arizona, usa	25	
1074	altoona, iowa, usa	30	
1075	woodstock, maryland, usa	19	
1076	madison, wisconsin, usa	21	
1077	morehead, kentucky, usa	43	
1078	kuala lumpur, federal territory, malaysia	22	
1079	edmonton, alberta, canada	29	
1080	north york, ontario, canada	32	
1081	st. louis, missouri, usa	35	
1082	pittsburgh, pennsylvania, usa	34	
1083	la mesa, california, usa	15	
1084	montreal, quebec, canada	25	
1085	zaragoza, aragón, spain	22	
1086	calgary, alberta, canada	28	
1087	london, ontario, canada	23	
1088	tampa, florida, usa	27	
1089	anchorage, alaska, usa	41	
1090	oakland, california, usa	26	
1091	santa rosa, california, usa	29	
1092	lorton, virginia, usa	32	
1093	chicago, illinois, usa	38	
1094	paducah, kentucky, usa	28	
1095	lexington, kentucky, usa	23	
1096	independence, missouri, usa	57	
1097	dunkirk, indiana, usa	39	
1098	hamilton, ontario, canada	48	
1099	indianapolis, indiana, usa	45	
1100	appleton, wisconsin, usa	50	
1101	west kensington, london, united kingdom	31	
1102	denver, colorado, usa	28	
1103	orlando, florida, usa	32	
1104	oak lawn, illinois, usa	39	
1105	chunchula, alabama, usa	18	
1106	lisboa, lisboa, portugal	27	
1107	greenfield, wisconsin, usa	29	
1108	indianapolis, indiana, usa	29	
1109	canton, ga, usa	14	
1110	richmond, virginia, usa	66	
1111	appleton, wisconsin, usa	22	
1112	rochester, michigan, usa	37	
1113	mountain view, california, usa	34	
1114	irvine, ,	49	
1115	roseburg, oregon, usa	32	
1116	orlando, florida, usa	49	
1117	fort polk, louisiana, usa	31	
1118	san jose, california, usa	48	
1119	él médano, santa cruz de tenerife, canary islands, spain	57	
1120	voorhees, new jersey, usa	43	
1121	virginia beach, virginia, usa	39	
1122	west concord, minnesota, usa	34	
1123	singapore, singapore, singapore	37	
1124	oklahoma city, oklahoma, usa	30	
1125	brentwood, california, usa	40	
1126	edmonton, alberta, canada	50	
1127	renton, washington, usa	31	
1128	arab, alabama, usa	25	
1129	sydney, new south wales, australia	59	
1130	noblesville, indiana, usa	71	
1131	norwich, england, united kingdom	27	
1132	philadelphia, pennsylvania, usa	23	
1133	toronto, ontario, canada	52	
1134	houston, texas, usa	31	
1135	baltimore, maryland, usa	45	
1136	montreal, quebec, canada	39	
1137	virginia beach, virginia, usa	22	
1138	san diego, california, usa	29	
1139	brooklyn, new york, usa	35	
1140	fairfax, virginia, usa	29	
1141	fredericton, new brunswick, canada	30	
1142	binghamton, new york, usa	22	
1143	wrexham, wales, united kingdom	59	
1144	milpitas, california, usa	36	
1145	kirkland, washington, usa	46	
1146	wiley ford, west virginia, usa	43	
1147	san antonio, texas, usa	21	
1148	belton, texas, usa	53	
1149	orlando, florida, usa	45	
1150	tiburon, california, usa	53	
1151	sabine pass, texas, usa	38	
1152	mannford, oklahoma, usa	23	
1153	albuquerque, new mexico, usa	30	
1154	barren springs, virginia, usa	43	
1155	lakewood, washington, usa	17	
1156	tucson, arizona, usa	25	
1157	spencer, indiana, usa	35	
1158	brisbane, queensland, australia	49	
1159	paramus, nj, usa	48	
1160	ottawa, ontario, canada	27	
1161	sydney, new south wales, australia	22	
1162	dallas, texas, usa	37	
1163	bronx, new york, usa	29	
1164	west new york, new jersey, usa	35	
1165	kitchener, ontario, canada	18	
1166	davenport, iowa, usa	31	
1167	vancouver, british columbia, canada	25	
1168	evanston, illinois, usa	25	
1169	calgary, alberta, canada	40	
1170	bratenahl, ohio, usa	49	
1171	pittsburgh, pennsylvania, usa	37	
1172	frankfurt am main, hessen, germany	29	
1173	st. clairsville, ohio, usa	25	
1174	melbourne, victoria, australia	25	
1175	baltimore, maryland, usa	31	
1176	webster, new york, usa	16	
1177	plano, texas, usa	39	
1178	tokyo, tokyo, japan	30	
1179	london, england, united kingdom	42	
1180	mechanicsville, maryland, usa	33	
1181	edinburg, texas, usa	27	
1182	alexandria, virginia, usa	34	
1183	cardiff, wales, united kingdom	26	
1184	antelope, california, usa	35	
1185	san francisco, california, usa	23	
1186	la crosse, wisconsin, usa	29	
1187	edmonton, alberta, canada	31	
1188	temple, texas, usa	37	
1189	asheville, north carolina, usa	43	
1190	sherman oaks, california, usa	29	
1191	st. peters, missouri, usa	32	
1192	cincinnati, ohio, usa	30	
1193	sydney, new south wales, australia	22	
1194	toronto, ontario, canada	50	
1195	darlington, south carolina, usa	23	
1196	las vegas, , usa	16	
1197	blacksburg, virginia, usa	33	
1198	hutchinson, kansas, usa	60	
1199	bolton, lancashire, united kingdom	27	
1200	allentown, pennsylvania, usa	36	
1201	london, ontario, canada	28	
1202	glendale heights, illinois, usa	31	
1203	cornelius, oregon, usa	21	
1204	framingham, massachusetts, usa	39	
1205	oisterwijk, noord-brabant, netherlands	46	
1206	colonial heights, virginia, usa	30	
1207	pickering, ontario, canada	47	
1208	tehran, tehran, iran	29	
1209	paullina, iowa, usa	38	
1210	canton, georgia, usa	71	
1211	san antonio, texas, usa	38	
1212	ann arbor, michigan, usa	24	
1213	toronto, ontario, canada	30	
1214	st louis, missouri, usa	66	
1215	some other, planet, far away...	29	
1216	rock hill, south carolina, usa	30	
1217	fredericton, new brunswick, canada	31	
1218	moline, illinois, usa	26	
1219	stamford, connecticut, usa	34	
1220	evanston, illinois, usa	50	
1221	legionowo, woj. mazowieckie, poland	24	
1222	calgary, alberta, canada	29	
1223	joburg, gautang, south africa	18	
1224	darwin, northern territory, australia	23	
1225	owasso, oklahoma, usa	37	
1226	bartlesville, oklahoma, usa	59	
1227	killeen, texas, usa	62	
1228	toronto, ontario, canada	34	
1229	boise, idaho, usa	46	
1230	bolton, england, united kingdom	31	
1231	fpo, ap, usa	12	
1232	chicago, illinois, usa	168	
1233	bothell, washington, usa	16	
1234	rotterdam, , netherlands	32	
1235	north vancouver, british columbia, canada	30	
1236	winnipeg, manitoba, canada	33	
1237	wokingham, berkshire, united kingdom	24	
1238	centennial, colorado, usa	53	
1239	preston, lancashire, england, united kingdom	32	
1240	merrick, acworth, new york, georgia, usa	59	
1241	olympia, washington, usa	59	
1242	boyce, virginia, usa	46	
1243	ourense, ourense, spain	39	
1244	singapore, n/a, singapore	38	
1245	san bernardino, california, usa	31	
1246	munster, indiana, usa	27	
1247	boston, massachusetts, usa	27	
1248	monessen, pennsylvania, usa	38	
1249	washington dc, dc, usa	32	
1250	arlington, virginia, usa	30	
1251	galt, california, usa	41	
1252	columbia, south carolina, usa	63	
1253	petaling jaya, selangor, malaysia	23	
1254	balmain, new south wales, australia	148	
1255	ballston spa, new york, usa	38	
1256	atlanta, georgia, usa	54	
1257	memphis, tennessee, usa	39	
1258	vancouver, ,	32	
1259	kamuela, hawaii, usa	48	
1260	vancouver, british columbia, canada	29	
1261	coralville, iowa, usa	27	
1262	tucson, ,	30	
1263	juneau, alaska, usa	38	
1264	omemee, ontario, canada	46	
1265	elm grove, wisconsin, usa	38	
1266	halifax, nova scotia, canada	32	
1267	morrisville, north carolina, usa	45	
1268	carmichael, california, usa	27	
1269	circleville, ohio, usa	20	
1270	brea, california, usa	31	
1271	los banos, california, usa	17	
1272	geelong, victoria, australia	22	
1273	newark, delaware, usa	25	
1274	oromocto, new brunswick, canada	37	
1275	mount vernon, new york, usa	25	
1276	topeka, kansas, usa	18	
1277	phoenix, arizona, usa	46	
1278	amarillo, texas, usa	32	
1279	muskegon, michigan, usa	25	
1280	prince george, british columbia, canada	24	
1281	stockton, california, usa	25	
1282	salem, south carolina, usa	53	
1283	tallahassee, florida, usa	36	
1284	wellston, ohio, usa	37	
1285	brights grove, ontario, canada	38	
1286	hertfordshire, england, united kingdom	23	
1287	warren, new jersey, usa	32	
1288	redford, michigan, usa	23	
1289	amarillo, texas, usa	32	
1290	old orchard beach, maine, usa	46	
1291	lafayette, indiana, usa	27	
1292	vancouver, british columbia, canada	44	
1293	new york, new york, usa	22	
1294	montreal, quebec, canada	18	
1295	atlanta, georgia, usa	40	
1296	dortmund, nordrhein-westfalen, germany	25	
1297	louisville, kentucky, usa	43	
1298	wien, wien, austria	26	
1299	irvine, california, usa	40	
1300	kingston, ontario, canada	35	
1301	elmira, new york, usa	28	
1302	atlanta, georgia, usa	17	
1303	tehran, tehran, iran	36	
1304	london, england, united kingdom	25	
1305	moscow, idaho, usa	31	
1306	wilmington, delaware, usa	36	
1307	marietta, georgia, usa	51	
1308	ramsey, huntingdon, cambridgeshire, united kingdom	41	
1309	kernersville, north carolina, usa	26	
1310	arkansas, arkansas, usa	28	
1311	westmont, illinois, usa	31	
1312	belgorod, n/a, russia	23	
1313	north reading, massachusetts, usa	27	
1314	newmarket, ontario, canada	33	
1315	stone mountain, georgia, usa	34	
1316	fulton, missouri, usa	38	
1317	wolverhampton, england, united kingdom	44	
1318	west chester, ohio, usa	32	
1319	portland, oregon, usa	28	
1320	virginia beach, virginia, usa	57	
1321	toronto, ontario, canada	57	
1322	fayetteville, ,	52	
1323	stopsley, bedfordshire, united kingdom	42	
1324	jasper, indiana, usa	57	
1325	reading, pennsylvania, usa	20	
1326	marietta, georgia, usa	29	
1327	beaverton, oregon, usa	33	
1328	gainesville, texas, usa	32	
1329	kansas city, missouri, usa	23	
1330	thunder bay, ontario, canada	45	
1331	voncouver, washington, usa	27	
1332	anchorage, alaska, usa	43	
1333	gilchrist, oregon, usa	47	
1334	toledo, ohio, usa	35	
1335	clearwater, florida, usa	41	
1336	denton, texas, usa	36	
1337	durham, north carolina, usa	40	
1338	lithia springs, georgia, usa	37	
1339	san antonio, texas, usa	34	
1340	toledo, ohio, usa	43	
1341	chittenango, new york, usa	24	
1342	fort myers beach, ,	48	
1343	southampton, england, united kingdom	34	
1344	north dighton, massachusetts, usa	31	
1345	bellingham, washington, usa	60	
1346	rapid city, south dakota, usa	44	
1347	marietta, georgia, usa	51	
1348	boise, idaho, usa	39	
1349	apache junction, arizona, usa	24	
1350	highland, california, usa	36	
1351	mercer island, ,	54	
1352	espoo, uusimaa, finland	27	
1353	durham, north carolina, usa	33	
1354	vancouver, british columbia, canada	24	
1355	lisboa, n/a, portugal	40	
1356	valley stream, new york, usa	34	
1357	tallahassee, florida, usa	30	
1358	philadelphia, pennsylvania, usa	35	
1359	hamilton, ontario, canada	33	
1360	olympia, washington, usa	47	
1361	yarmouth, nova scotia, canada	38	
1362	nashville, tennessee, usa	33	
1363	earth, , universe	54	
1364	griswold, iowa, usa	18	
1365	montreal, ,	90	
1366	sydney, new south wales, australia	29	
1367	lefkosia, n/a, cyprus	36	
1368	russellville, arkansas, usa	35	
1369	jersey city, new jersey, usa	32	
1370	portland, oregon, usa	31	
1371	west blocton, alabama, usa	36	
1372	ellington, connecticut, usa	26	
1373	nottingham, england, united kingdom	39	
1374	barcelona, catalunya, spain	31	
1375	soddy-daisy, tennessee, usa	18	
1376	paris, paris, france	18	
1377	woburn, massachusetts, usa	37	
1378	citrus heights, california, usa	47	
1379	two rivers, wisconsin, usa	51	
1380	chemainus, british columbia, canada	27	
1381	farnborough, hampshire, united kingdom	31	
1382	tazewell, virginia, usa	47	
1383	milltown, wisconsin, usa	54	
1384	bloomer, ,	55	
1385	denver, colorado, usa	58	
1386	ottawa, ontario, canada	38	
1387	newport beach, california, usa	44	
1388	west palm beach, florida, usa	57	
1389	torrance, california, usa	43	
1390	wokingham, england, united kingdom	29	
1391	atlanta, georgia, usa	41	
1392	ormond beach, florida, usa	23	
1393	jacksons point, ontario, canada	25	
1394	olney, maryland, usa	39	
1395	calgary, alberta, canada	29	
1396	palmyra, western australia, australia	30	
1397	indianapolis, indiana, usa	28	
1398	gaithersburg, maryland, usa	28	
1399	sun city, california, usa	36	
1400	north arlington, new jersey, usa	28	
1401	santa rosa, california, usa	34	
1402	omaha, nebraska, usa	25	
1403	winfield, illinois, usa	26	
1404	barcelona, barcelona, spain	25	
1405	london, england, united kingdom	26	
1406	santander, cantabria, spain	28	
1407	waco, texas, usa	26	
1408	chicago, illinois, usa	27	
1409	kuala lumpur, wilayah persekutuan, malaysia	28	
1410	west liberty, kentucky, usa	43	
1411	spring, texas, usa	29	
1412	groton, connecticut, usa	32	
1413	houston, texas, usa	32	
1414	greenwood, south carolina, usa	23	
1415	albuquerque, new mexico, usa	39	
1416	alexandria, kentucky, usa	40	
1417	rockaway, ,	34	
1418	ottawa, ontario, canada	24	
1419	hafnarfjordur, reykjavik, iceland	26	
1420	fredericton, new brunswick, canada	32	
1421	baker city, oregon, usa	55	
1422	allston, massachusetts, usa	32	
1423	gibsonia, pennsylvania, usa	46	
1424	kanata, ontario, canada	29	
1425	normal, illinois, usa	44	
1426	crest hill, illinois, usa	39	
1427	calgary, alberta, canada	34	
1428	travelers rest, south carolina, usa	20	
1429	santa fe, new mexico, usa	33	
1430	portland, oregon, usa	27	
1431	shingle springs, california, usa	42	
1432	oceanside, new york, usa	51	
1433	canton, ,	18	
1434	rio rancho, new mexico, usa	18	
1435	santa barbara, california, usa	31	
1436	exton, pennsylvania, usa	80	
1437	rennes, bretagne, france	31	
1438	longview, washington, usa	26	
1439	strasbourg, alsace, france	32	
1440	sevilla, sevilla, spain	26	
1441	woodburn, oregon, usa	25	
1442	enterprise, oregon, usa	35	
1443	east point, georgia, usa	36	
1444	medford, new york, usa	46	
1445	santo domingo, distrito nacional, dominican republic	24	
1446	somerville, massachusetts, usa	31	
1447	glasgow, scotland, united kingdom	31	
1448	winter park, florida, usa	35	
1449	saint paul, minnesota, usa	37	
1450	edmonton, alberta, canada	37	
1451	tulsa, oklahoma, usa	40	
1452	merrimack, new hampshire, usa	34	
1453	japser, florida, usa	36	
1454	mesquite, texas, usa	21	
1455	cape girardeau, missouri, usa	38	
1456	bremerton, washington, usa	36	
1457	winnipeg, manitoba, canada	40	
1458	chicago, illinois, usa	35	
1459	charlotte, north carolina, usa	16	
1460	keyser, west virginia, usa	47	
1461	honolulu, hawaii, usa	27	
1462	oakland, california, usa	35	
1463	memphis, tennessee, usa	47	
1464	fort myers, florida, usa	36	
1465	hamilton, ontario, canada	30	
1466	norfolk, virginia, usa	53	
1467	chicago, illinois, usa	33	
1468	georgetown, penang,, malaysia	22	
1469	toronto, ontario, canada	36	
1470	juneau, , usa	49	
1471	monett, missouri, usa	54	
1472	bromley, kent, united kingdom	41	
1473	milford, michigan, usa	35	
1474	victoria, british columbia, canada	29	
1475	porto, porto, portugal	32	
1476	guildford, surrey, united kingdom	23	
1477	somerville, massachusetts, usa	27	
1478	orlando, florida, usa	21	
1479	zeeland, michigan,	42	
1480	st. louis, missouri, usa	26	
1481	vancouver, british columbia, canada	31	
1482	portland, oregon, usa	30	
1483	duesseldorf, nordrhein-westfalen, germany	36	
1484	columbus, ohio, usa	44	
1485	puyallup, washington, usa	35	
1486	lisboa, lisboa, portugal	28	
1487	redmond, washington, usa	29	
1488	hammonton, new jersey, usa	29	
1489	westminster, maryland, usa	47	
1490	dove canyon, california, usa	44	
1491	framingham, massachusetts, usa	30	
1492	perth, western australia, australia	34	
1493	christchurch, canterbury, new zealand	43	
1494	newport news, virginia, usa	51	
1495	oslo, oslo, norway	41	
1496	athens, alabama, usa	46	
1497	san jose, california, usa	41	
1498	waipahu, hawaii, usa	33	
1499	melbourne, victoria, australia	32	
1500	fairfield, connecticut, usa	64	
1501	winfield, alberta, canada	52	
1502	detroit, michigan, usa	36	
1503	hot springs, arkansas, usa	21	
1504	waipah, hawaii, usa	59	
1505	chicago, illinois, usa	26	
1506	wasilla, alaska, usa	35	
1507	kyoto, kyoto, japan	38	
1508	manhattan, kansas, usa	17	
1509	san diego, california, australia	29	
1510	weaverville, california, usa	26	
1511	blythewood, south carolina, usa	28	
1512	dyersburg, tennessee, usa	27	
1513	st. louis, missouri, usa	42	
1514	bellingham, washington, usa	50	
1515	savannah, georgia, usa	24	
1516	oakland, california, usa	36	
1517	chicago, illinois, usa	32	
1518	nottingham, england, united kingdom	25	
1519	san antonio, texas, usa	28	
1520	wuppertal, nordrhein-westfalen, germany	26	
1521	chardon, ohio, usa	26	
1522	wesley chapel, florida, usa	39	
1523	columbia, missouri, usa	49	
1524	magnolia, new jersey, usa	21	
1525	vancouver, washington, usa	33	
1526	summerville, south carolina, usa	40	
1527	galveston, texas, usa	39	
1528	pleasanton, california, usa	37	
1529	northbrook, illinois, usa	37	
1530	morro bay, california, usa	32	
1531	barcelona, barcelona, spain	45	
1532	sydney, new south wales, australia	38	
1533	houston, texas, usa	28	
1534	lake forest, florida, usa	33	
1535	winter haven, florida, usa	63	
1536	middletown, connecticut, usa	36	
1537	elmhurst, illinois, usa	40	
1538	augusta, georgia,	42	
1539	orlando, florida, usa	27	
1540	bourbonnais, ,	49	
1541	camdenton, missouri, usa	42	
1542	strasbourg, alsace, france	25	
1543	seattle, washington, usa	47	
1544	palmdale, california, usa	14	
1545	bardstown, kentucky, usa	43	
1546	miami, florida, usa	30	
1547	portland, oregon, usa	21	
1548	london, england, united kingdom	38	
1549	mechanicsburg, pennsylvania, usa	41	
1550	cassadaga, new york, usa	53	
1551	herne bay, england, united kingdom	37	
1552	kanata, ontario, canada	30	
1553	farmingdale, new york, usa	34	
1554	downers grove, illinois, usa	27	
1555	mokena, illinois, usa	47	
1556	pocomoke city, maryland, usa	32	
1557	portland, oregon, usa	42	
1558	toronto, ontario, canada	50	
1559	washington, illinois, usa	34	
1560	calgary, alberta, canada	29	
1561	thunder bay, ontario, canada	49	
1562	campbellsport, wisconsin, usa	67	
1563	webster, florida, usa	54	
1564	webster, new york, usa	34	
1565	holiday, florida, usa	24	
1566	brooklyn, new york, usa	31	
1567	sonoma, california, usa	55	
1568	struthers, ohio, usa	30	
1569	nekoosa, wisconsin, usa	49	
1570	germantown, maryland, usa	32	
1571	logan city, queensland, australia	35	
1572	bethlehem, connecticut, usa	33	
1573	apo, new york,	25	
1574	hendersonville, north carolina, usa	42	
1575	hull, england, united kingdom	29	
1576	chicago, illinois, usa	44	
1577	york, nebraska, usa	30	
1578	cumberland, maryland, usa	38	
1579	bodegraven, zuid-holland, netherlands	33	
1580	iowa city, iowa, usa	61	
1581	scottsdale, arizona, usa	36	
1582	vancouver, washington, usa	30	
1583	manchester, new hampshire, usa	47	
1584	greencastle, pennsylvania, usa	34	
1585	appalachia, virginia, usa	38	
1586	minneapolis, minnesota, usa	39	
1587	fairbanks, alaska, usa	33	
1588	dalton, georgia, usa	33	
1589	portland, oregon, usa	56	
1590	warner robins, georgia, usa	18	
1591	austin, texas, usa	26	
1592	christchurch, canterbury, new zealand	50	
1593	zeist, utrecht, netherlands	39	
1594	easthampton, massachusetts, usa	29	
1595	wickenburg, arizona, usa	14	
1596	windsor, ontario, canada	33	
1597	chicago, illinois, usa	71	
1598	phoenixville, pennsylvania, usa	33	
1599	indianapolis, indiana, usa	40	
1600	san diego, california, usa	61	
1601	kota kinabalu, sabah, malaysia	22	
1602	chicago, illinois, usa	28	
1603	plattsburgh, new york, usa	24	
1604	ypsilanti, michigan, usa	38	
1605	lisbon, lisbon, portugal	25	
1606	ann arbor, michigan, usa	35	
1607	cambridge, massachusetts, usa	20	
1608	toronto, ontario, canada	28	
1609	york, ,	33	
1610	barrie, ontario, canada	43	
1611	jacksonville, arkansas, usa	44	
1612	little rock, arkansas, usa	31	
1613	rapid city, south dakota, usa	50	
1614	ft. stewart, georgia, usa	44	
1615	round lake, illinois, usa	27	
1616	fresno, california,	31	
1617	tulsa, oklahoma, usa	31	
1618	brewton, alabama, usa	26	
